73865a01-a815-4aaa-a65f-335a69afebf0|Obvio fuera insistir sobre tan notorias verdades.
2a0eae07-b772-4534-8dbe-176226f18697|Conmiseración, por el talento consumido persiguiendo quimeras; disgusto, por el tiempo y trabajo lastimosamente perdidos.
e2aeb923-ab70-4c31-b82f-b17a6d610696|Los grandes hombres son, a ratos, genios; a ratos, niños, y siempre incompletos.
6820bdf6-64d4-488b-acf9-3334c95a9e35|Sucede en esto lo que en las maravillosas adaptaciones del organismo a determinadas funciones.
efc2c5a3-60ca-4a08-8b60-14b9065cda56|Aun en las ciencias más perfectas nunca deja de encontrarse alguna doctrina exclusivamente mantenida por el principio de autoridad.
a8d6ee49-0549-44ff-81b2-410200b7f903|La crítica científica se justifica solamente entregando, a cambio de un error, una verdad.
8832f168-f703-46d2-97e8-76fb0ee489f9|Así habla muchas veces la pereza, disfrazada de modestia.
391bb0bd-db12-43c3-901b-7fbdd143149e|Así discurren algunos jóvenes de mérito al sentir los primeros desmayos producidos por la consideración de la magna empresa.
aa9b499d-77ca-4943-b128-a473acc66613|Tal aconteció durante el Renacimiento, cuando Descartes, Pascal, Galileo, Bacon, Bayle, Newton, nuestro Sánchez, etc.
51e4897e-1a96-459d-b3bf-e5a62a8affb8|En general, puede afirmarse que no hay cuestiones agotadas, sino hombres agotados en las cuestiones.
ed6d0754-7d99-4bd7-a095-d9b520636909|Esquilmado para un sabio el terreno, muéstrase fecundo para otro.
9fba89e8-2662-4f6c-b6d9-5adc2047e70c|Tan fragmentario es nuestro saber, que aun en los temas más prolijamente explorados surgen a lo mejor insólitos hallazgos.
c6674b0a-0e22-48f2-8c79-fb45f16eaf53|En la Naturaleza no hay superior ni inferior, ni cosas accesorias y principales.
a9dafef7-4a47-42f7-baea-80c0ea5fbb37|En la cadena de la vida todos los eslabones son igualmente valiosos, porque todos resultan igualmente necesarios.
ad612e1c-02a3-4448-b34c-7619e0db2df3|Juzgamos pequeño lo que vemos de lejos o no sabemos ver.
4ecc0656-0fa4-4940-8142-43006e71a05d|Acaso en ningún dominio se muestra mejor la transcendencia del detalle como en los métodos técnicos de la Biología.
782be135-dcdf-4f1b-8688-2a6747632fe6|Para no citar sino un ejemplo, recordemos que R.
e1dc89b7-fd60-46c4-aaf1-bacb4c907bbb|En resumen, no hay cuestiones pequeñas; las que lo parecen son cuestiones grandes no comprendidas.
e1ac95df-21f3-4357-bb5d-af5d1f25d046|En cuanto a su futura transcendencia nadie puede ser profeta.
3a3f0809-098c-4413-8300-a8f3edfa3f53|Y este error se propala inconscientemente entre la juventud, desviándola de toda labor de inquisición desinteresada.
d06390e6-a887-47df-8ee1-699ac89c94bd|Tan notorio es este hecho, que huelgan aquí ejemplos demostrativos.
44b47e9b-8cc4-43b8-ac7d-82e981a1418a|Cultivemos la ciencia por sí misma, sin considerar por el momento las aplicaciones.
0dfa7ad3-49ef-4cb6-a899-1d4155c2f43f|Estas llegan siempre; a veces tardan años; a veces, siglos.
5e4e093e-88b0-43b7-b275-00d117b74121|Poco importa que una verdad científica sea aprovechada por nuestros hijos o por nuestros nietos.
d493a499-64db-4d98-bf4a-17ba522e9a9e|Trátase siempre de una síntesis a corto o a largo plazo.
43fa6b55-7105-437b-91b9-d9534fd76914|Para justificar deserciones y desmayos alegan algunos falta de capacidad para la ciencia.
840496f9-aca5-4ac2-ae1e-a69eeaff9c09|Ya Locke notó que los dotados de gran ingenio y pronta memoria no sobresalen siempre en el juicio.
49115fa2-7bf4-4ec5-af2e-23c049adfce2|Cualidades de orden moral que debe poseer el investigador.
1388329a-8954-4172-9cc6-51c042bd856f|Rasgo dominante en los investigadores eminentes es la altiva independencia de criterio.
b0af21a8-5380-4e4b-8ac1-4966fa5a57a2|Ante la obra de sus predecesores y maestros no permanecen suspensos y anonadados, sino recelosos y escudriñadores.
f65b85a3-a677-4429-98b8-dcae08b08ea5|De los dóciles y humildes pueden salir los santos, pocas veces los sabios.
8f009ea5-9325-4268-ba17-f24d1a8bb618|La veneración excesiva, como todos los estados pasionales, excluye el sentido crítico.
314cc67f-5913-4d3c-9ed7-4bd1c738f2c7|El libro no tiene en nosotros un devoto, sino un juez.
a0fce91d-d609-40c2-a966-0919b2158f58|Al modo de muchas bellezas naturales, las obras humanas necesitan, para no perder sus encantos, ser contempladas a distancia.
575bb159-056b-4a3a-9a54-2e937b917fbf|Pero sobre los vicios de la voluntad trataremos más adelante.
8757744b-3ce5-47a5-8ac1-797648517ad4|No basta la atención expectante, ahincada; es preciso llegar a la preocupación.
324c561f-6089-4159-a5f0-7a54d46f61f9|Casi todos los que desconfían de sus propias fuerzas ignoran el maravilloso poder de la atención prolongada.
575bdf4d-80a3-40d2-9d75-fcaa2d17ce57|La comparación precedente no es del todo exacta.
1c78074c-9060-4174-8051-e6f4a9709504|La forja de la nueva verdad exige casi siempre severas abstenciones y renuncias.
8911f5cb-7d2e-4094-a099-d97263a12736|Algunas semanas de solaz y de silencio en el campo, traerán la calma y la lucidez a nuestro espíritu.
e69388bf-ad68-48c1-8422-ebcc2361a735|Esta frescura del intelecto, como la escarcha matinal, marchitará la vegetación parásita y viciosa que ahogaba la buena semilla.
dcaabf32-8db8-4e8e-8ec3-219a4dd74f95|Inevitables son, por consecuencia, las coincidencias y las contiendas de prioridad.
7f5679af-e549-4cd9-922c-ca6ca37cfee9|Todos entrevén la espléndida floración de hechos nuevos, y todos desean, naturalmente, acaparar la espléndida cosecha.
7c71fc89-fbda-46d8-9284-5626f848b87b|Esto explica la impaciencia por publicar, así como lo imperfecto y fragmentario de muchos trabajos de laboratorio.
afa55893-b8c7-4eed-9e35-f53c8d60b25f|En todo caso, si alguien se nos adelanta, haremos mal en desalentarnos.
